timestamp,bid_price,bid_vol,ask_price,ask_vol
2026-04-17T14:44:11.667079+00:00,77865.81,1.28668,77865.82,2.59754
2026-04-17T14:44:12.998787+00:00,77838.73,0.67833,77838.74,3.56164
2026-04-17T14:44:14.340335+00:00,77838.73,0.67191,77838.74,2.86942
2026-04-17T14:44:15.659079+00:00,77846.52,3.475,77846.53,1.50932
2026-04-17T14:44:16.989816+00:00,77839.58,2.51649,77839.59,1.92987
2026-04-17T14:44:18.288671+00:00,77854.69,2.90518,77854.7,0.00161
2026-04-17T14:44:19.599487+00:00,77862.11,0.74815,77862.12,1.61918
2026-04-17T14:44:20.917023+00:00,77862.11,2.23686,77862.12,0.98534
2026-04-17T14:44:22.214181+00:00,77846.96,1.62652,77846.97,2.77311
2026-04-17T14:44:23.544142+00:00,77846.96,1.32207,77846.97,2.43518
2026-04-17T14:44:24.843933+00:00,77846.96,0.09428,77846.97,2.41907
2026-04-17T14:44:26.140098+00:00,77838.3,2.07627,77838.31,3.0446
2026-04-17T14:44:27.538681+00:00,77858.87,2.22158,77858.88,2.19844
2026-04-17T14:44:28.837165+00:00,77865.74,0.67654,77865.75,1.95448
2026-04-17T14:44:30.155368+00:00,77869.78,4.12062,77869.79,0.00114
2026-04-17T14:44:31.454971+00:00,77880.88,2.71314,77880.89,1.55921
2026-04-17T14:44:32.863235+00:00,77880.88,0.93079,77880.89,2.54174
2026-04-17T14:44:34.170022+00:00,77874.0,0.59072,77874.01,2.35762
2026-04-17T14:44:35.524708+00:00,77903.52,1.21378,77903.53,1.34112
2026-04-17T14:44:36.855094+00:00,77908.88,3.30824,77908.89,11.14781
2026-04-17T14:44:38.149939+00:00,77908.88,2.51344,77908.89,6.07769
2026-04-17T14:44:39.442948+00:00,77934.23,5.30661,77934.24,0.3014
2026-04-17T14:44:40.762468+00:00,77938.19,5.02355,77938.2,0.32632
2026-04-17T14:44:42.097759+00:00,77950.95,6.48481,77950.96,0.23119
2026-04-17T14:44:43.801727+00:00,77928.71,2.3921,77928.72,1.25986
2026-04-17T14:44:45.251236+00:00,77913.84,5.43391,77913.85,0.3054
2026-04-17T14:44:46.577408+00:00,77947.48,5.26237,77947.49,0.02457
2026-04-17T14:44:47.948135+00:00,77949.8,1.58301,77949.81,1.7384
2026-04-17T14:44:49.343162+00:00,77959.97,0.00098,77959.98,11.82739
2026-04-17T14:44:50.696836+00:00,77943.83,0.06614,77943.84,8.90517
2026-04-17T14:44:52.139849+00:00,77943.82,1.84473,77943.83,1.7112
2026-04-17T14:44:53.643473+00:00,77959.94,2.31856,77959.95,3.85024
2026-04-17T14:44:55.013802+00:00,77967.38,4.4919,77967.39,0.32768
2026-04-17T14:44:56.515541+00:00,77967.39,3.45149,77967.4,1.3811
2026-04-17T14:44:58.253616+00:00,77983.11,3.95408,77983.12,1.06044
2026-04-17T14:44:59.691101+00:00,77983.12,4.09158,77983.13,0.51353
2026-04-17T14:45:01.055989+00:00,77985.4,0.56183,77985.41,0.33829
2026-04-17T14:45:02.491912+00:00,77975.57,0.51834,77975.58,4.79321
2026-04-17T14:45:03.862402+00:00,77966.57,0.53182,77966.58,8.45382
2026-04-17T14:45:05.356631+00:00,77952.19,2.7161,77952.2,0.20473
2026-04-17T14:45:06.660293+00:00,77960.02,4.18805,77960.03,0.81774
2026-04-17T14:45:07.985431+00:00,77963.86,5.62123,77963.87,1.17521
2026-04-17T14:45:09.419298+00:00,77981.99,4.726,77982.0,0.65358
2026-04-17T14:45:10.853254+00:00,77983.98,4.63164,77983.99,0.07127
2026-04-17T14:45:12.178958+00:00,77985.62,3.02996,77985.63,1.3818
2026-04-17T14:45:13.515062+00:00,77979.13,4.22546,77979.14,0.4242
2026-04-17T14:45:14.949696+00:00,77973.89,2.20188,77973.9,1.99369
2026-04-17T14:45:16.262669+00:00,77967.77,0.01311,77967.78,6.35206
2026-04-17T14:45:17.611506+00:00,77967.4,1.09466,77967.41,8.15112
2026-04-17T14:45:18.943288+00:00,77932.0,0.83969,77932.01,4.96066
2026-04-17T14:45:20.376336+00:00,77932.0,2.70098,77932.01,1.18437
2026-04-17T14:45:21.809721+00:00,77932.0,2.88213,77932.01,0.84314
2026-04-17T14:45:23.153987+00:00,77944.71,4.80032,77944.72,0.04126
2026-04-17T14:45:24.506603+00:00,77950.0,2.92274,77950.01,0.00271
2026-04-17T14:45:25.906713+00:00,77962.23,0.90763,77962.24,5.62433
2026-04-17T14:45:27.339275+00:00,77962.23,2.67736,77962.24,0.45431
2026-04-17T14:45:28.773132+00:00,77960.02,1.68046,77960.03,3.13676
2026-04-17T14:45:30.207283+00:00,77958.62,2.70557,77958.63,0.28144
2026-04-17T14:45:31.640089+00:00,77963.87,0.22845,77963.88,7.09403
2026-04-17T14:45:33.071808+00:00,77958.35,2.6945,77958.36,2.29765
2026-04-17T14:45:34.507256+00:00,77958.35,2.72095,77958.36,0.31643
